"taxon";"habitat_terrestrial";"habitat_freshwater";"habitat_brackish";"habitat_marine"
"Moenchia mantica";1;NA;NA;0
"Moenkhausia oligolepis";0;1;NA;0
"Moenkhausia sanctaefilomenae";0;1;NA;0
"Moerisia inkermanica";0;1;NA;1
"Moerisia lyonsi";NA;NA;NA;1
"Mogulones crucifer";1;NA;NA;0
"Mogulones geographicus";NA;NA;NA;0
"Mohoua albicilla";1;0;0;0
"Mohoua ochrocephala";1;0;0;0
"Moina affinis";0;1;1;0
"Moina macrocopa";0;1;NA;0
"Moina macrocopa macrocopa";0;1;NA;0
"Moina weismanni";0;1;NA;0
"Molgula ficus";0;0;NA;1
"Molgula manhattensis";0;0;NA;1
"Molgula plana";0;0;NA;1
"Molgula robusta";0;0;NA;1
"Molineria capitulata";1;NA;NA;NA
"Molinia caerulea";1;NA;NA;NA
"Mollugo cerviana";1;NA;NA;0
"Mollugo flavescens";NA;NA;NA;0
"Mollugo flavescens gracillima";1;NA;NA;0
"Mollugo verticillata";1;NA;NA;0
"Molopospermum peloponnesiacum";1;NA;NA;0
"Molorchus minor";1;NA;NA;0
"Molossus molossus tropidorhynchus";1;0;0;0
"Molothrus ater";1;0;0;0
"Molothrus bonariensis";1;0;0;0
"Moltkia suffruticosa";1;NA;NA;0
"Moluccella laevis";1;NA;NA;0
"Moluccella spinosa";NA;NA;NA;0
"Momordica balsamina";1;NA;NA;0
"Momordica charantia";1;NA;NA;0
"Momordica cochinchinensis";NA;NA;NA;0
"Momordica trifoliolata";1;NA;NA;0
"Mompha trithalama";NA;NA;NA;0
"Monacha cantiana";1;0;NA;0
"Monacha cartusiana";1;0;NA;0
"Monacha claustralis";1;0;NA;0
"Monacha martensiana";1;0;NA;0
"Monacha obstructa";1;0;NA;0
"Monactinus simplex";1;1;NA;0
"Monalysidium acicularis";NA;NA;NA;1
"Monanchora clathrata";0;0;NA;1
"Monanchora quadrangulata";0;0;NA;1
"Monanus concinnulus";1;NA;NA;0
"Monaphis antennata";NA;NA;NA;0
"Monarda citriodora";NA;NA;NA;0
"Monarda clinopodia";NA;NA;NA;0
"Monarda didyma";1;NA;NA;0
"Monarda fistulosa";1;NA;NA;0
"Monarda fistulosa menthifolia";NA;NA;NA;0
"Monarda media";NA;NA;NA;0
"Monarda pectinata";NA;NA;NA;0
"Monarda punctata";1;NA;NA;0
"Monarda punctata occidentalis";1;NA;NA;0
"Monarda punctata punctata";1;NA;NA;0
"Monarda punctata villicaulis";NA;NA;NA;0
"Monarthropalpus flavus";1;NA;NA;0
"Monarthrum mali";1;NA;NA;0
"Moneilema armatum";NA;NA;NA;0
"Moneilema blapsides";NA;NA;NA;0
"Moneilema variolare";NA;NA;NA;0
"Monellia caryella";NA;NA;NA;0
"Monelliopsis caryae";NA;NA;NA;0
"Monelliopsis pecanis";NA;NA;NA;0
"Monema flavescens";1;NA;NA;0
"Moneses uniflora";1;NA;NA;0
"Monetaria annulus";NA;NA;NA;1
"Monia nobilis";NA;NA;NA;1
"Monilicaecum ventricosum";NA;NA;NA;1
"Monobothrium wageneri";NA;1;NA;NA
"Monochaetoscinella anonyma";1;NA;NA;0
"Monochamus alternatus";1;NA;NA;0
"Monochamus clamator";1;NA;NA;0
"Monochamus galloprovincialis";1;NA;NA;0
"Monochamus galloprovincialis pistor";1;NA;NA;0
"Monochamus saltuarius";1;NA;NA;0
"Monochamus sartor";1;NA;NA;0
"Monochamus sutor";1;NA;NA;0
"Monochamus titillator";1;NA;NA;0
"Monochamus urussovii";1;NA;NA;0
"Monochoria hastata";NA;1;NA;NA
"Monochoria korsakowii";NA;1;NA;NA
"Monochoria vaginalis";NA;1;NA;NA
"Monochroa leptocrossa";NA;NA;NA;0
"Monochroa moyses";NA;NA;NA;0
"Monochroa niphognatha";NA;NA;NA;0
"Monocorophium acherusicum";NA;NA;NA;1
"Monocorophium insidiosum";NA;NA;NA;1
"Monocorophium sextonae";0;NA;NA;1
"Monocorophium uenoi";NA;NA;NA;1
"Monodacna colorata";0;0;1;1
"Monodactylus argenteus";0;1;1;1
"Monodactylus sebae";0;1;1;1
"Monodontomerus dentipes";NA;NA;NA;0
"Monoksa dorsiplana";NA;NA;NA;0
"Monolexis fuscicornis";NA;NA;NA;0
"Monomorium andrei";NA;NA;NA;0
"Monomorium atomum";NA;NA;NA;0
"Monomorium carbonarium";NA;NA;NA;0
"Monomorium cryptobium";NA;NA;NA;0
"Monomorium destructor";1;NA;NA;0
"Monomorium dichroum";NA;NA;NA;0
"Monomorium ebeninum";NA;NA;NA;0
"Monomorium exiguum";NA;NA;NA;0
"Monomorium fieldi";NA;NA;NA;0
"Monomorium floricola";1;NA;NA;0
"Monomorium glabrum";1;NA;NA;0
"Monomorium indicum";1;NA;NA;0
"Monomorium intrudens";NA;NA;NA;0
"Monomorium liliuokalanii";NA;NA;NA;0
"Monomorium mayri";1;NA;NA;0
"Monomorium monomorium";1;NA;NA;0
"Monomorium orientale";1;NA;NA;0
"Monomorium pharaonis";1;NA;NA;0
"Monomorium salomonis";1;NA;NA;0
"Monomorium subcoecum";1;NA;NA;0
"Monomorium subopacum";1;NA;NA;0
"Monomorium sydneyense";1;NA;NA;0
"Mononeuria glabra";NA;NA;NA;0
"Mononeuria groenlandica";1;NA;NA;0
"Monopis argillacea";NA;NA;NA;0
"Monopis crocicapitella";1;0;NA;0
"Monopis ethelella";NA;NA;NA;0
"Monoplex keenae";NA;NA;NA;1
"Monopsis debilis";1;NA;NA;0
"Monopterus albus";0;1;1;0
"Monopterus cuchia";0;1;NA;0
"Monopylephorus limosus";0;1;NA;0
"Monosoma pulveratum";NA;NA;NA;0
"Monosporus indicus";NA;NA;NA;1
"Monostegia nigra";1;NA;NA;0
"Monotaxis grandoculis";0;0;NA;1
"Monotoca scoparia";NA;NA;NA;0
"Monotoma bicolor";NA;NA;NA;0
"Monotoma longicollis";1;NA;NA;0
"Monotoma picipes";1;NA;NA;0
"Monotoma quadrifoveolata";1;NA;NA;0
"Monotoma spinicollis";1;NA;NA;0
"Monotoma testacea";NA;NA;NA;0
"Monotygma amoena";NA;NA;NA;1
"Monotygma fulva";NA;NA;NA;1
"Monotygma lauta";NA;NA;NA;1
"Monotygma watsoni";NA;NA;NA;1
"Monoxia obesula";1;NA;NA;0
"Monsonia angustifolia";1;NA;NA;0
"Monsonia brevirostrata";1;NA;NA;0
"Monsonia burkeana";1;NA;NA;0
"Monstera deliciosa";1;NA;NA;NA
"Monstrilla grandis";0;0;NA;1
"Monstrilla helgolandica";0;0;NA;1
"Monstrilla longicornis";0;0;NA;1
"Montanoa bipinnatifida";1;0;NA;0
"Montanoa grandiflora";1;0;NA;0
"Montanoa hibiscifolia";1;0;NA;0
"Montia chamissoi";NA;NA;NA;0
"Montia fontana";NA;NA;NA;0
"Montia linearis";1;NA;NA;0
"Montia parvifolia";1;NA;NA;0
"Monticola solitarius";1;0;0;0
"Montifringilla nivalis";1;0;0;0
"Montivipera raddei";1;NA;NA;NA
"Moquilea tomentosa";1;NA;NA;0
"Moraea aristata";1;NA;NA;NA
"Moraea bellendenii";1;NA;NA;NA
"Moraea collina";1;NA;NA;NA
"Moraea flaccida";1;NA;NA;NA
"Moraea fugacissima";1;NA;NA;NA
"Moraea fugax";1;NA;NA;NA
"Moraea lewisiae";1;NA;NA;NA
"Moraea miniata";1;NA;NA;NA
"Moraea ochroleuca";1;NA;NA;NA
"Moraea polystachya";1;NA;NA;NA
"Moraea setifolia";1;NA;NA;NA
"Moraea spathulata";1;NA;NA;NA
"Moraea vegeta";1;NA;NA;NA
"Moranila californica";1;NA;NA;0
"Moranila comperei";NA;NA;NA;0
"Moraria sphagnicola";NA;1;NA;NA
"Mordellistena cattleyana";NA;NA;NA;0
"Mordellistena multicicatrix";1;NA;NA;0
"Morelia amethistina";1;NA;NA;NA
"Morelia bredli";1;NA;NA;NA
"Morelia spilota";1;NA;NA;NA
"Morelia viridis";1;NA;NA;NA
"Morella californica";NA;NA;NA;0
"Morella caroliniensis";1;NA;NA;0
"Morella cerifera";1;NA;NA;0
"Morella cordifolia";NA;NA;NA;0
"Morella faya";1;NA;NA;0
"Morella pensylvanica";1;NA;NA;0
"Morella rubra";1;NA;NA;0
"Morella serrata";NA;NA;NA;0
"Morganella longispina";1;NA;NA;0
"Moricandia arvensis";1;NA;NA;0
"Morimus funereus";NA;NA;NA;0
"Morinda bracteata";NA;NA;NA;0
"Morinda citrifolia";1;NA;NA;0
"Morinda lucida";NA;NA;NA;0
"Moringa oleifera";1;NA;NA;0
"Moringa ovalifolia";1;NA;NA;0
"Morone americana";0;1;1;1
"Morone chrysops";0;1;NA;0
"Morone mississippiensis";0;1;NA;0
"Morone saxatilis";0;1;1;1
"Morus alba";1;NA;NA;0
"Morus alba indica";1;NA;NA;0
"Morus australis";1;NA;NA;0
"Morus cathayana";1;NA;NA;0
"Morus celtidifolia";1;NA;NA;0
"Morus japonica";NA;NA;NA;0
"Morus mesozygia";1;NA;NA;0
"Morus nigra";1;NA;NA;0
"Morus rubra";1;NA;NA;0
"Moschus moschiferus";1;0;0;0
"Mosillus tibialis";1;NA;NA;0
"Mosla dianthera";1;NA;NA;0
"Motacilla citreola";1;0;0;0
"Mouriri myrtilloides parvifolia";NA;NA;NA;0
"Moxostoma anisurum";0;1;NA;0
"Moxostoma cervinum";0;1;NA;0
"Moxostoma collapsum";0;1;NA;0
"Moxostoma congestum";0;1;NA;0
"Moxostoma erythrurum";0;1;NA;0
"Moxostoma lachneri";0;1;NA;0
"Moxostoma macrolepidotum";NA;1;NA;0
"Moxostoma pisolabrum";0;1;NA;0
"Moxostoma rupiscartes";0;1;NA;0
"Mucropetraliella thenardii";0;0;NA;1
"Mucuna macrocarpa";NA;NA;NA;0
"Mucuna novoguineensis";NA;NA;NA;0
"Mucuna platyphylla";NA;NA;NA;0
"Mucuna pruriens";1;NA;NA;0
"Mucuna pruriens pruriens";1;NA;NA;0
"Mucuna pruriens utilis";NA;NA;NA;0
"Mucuna rostrata";NA;NA;NA;0
"Mucuna urens";NA;NA;NA;0
"Muehlenbeckia australis";NA;NA;NA;0
"Muehlenbeckia axillaris";NA;NA;NA;0
"Muehlenbeckia complexa";1;NA;NA;0
"Muehlenbeckia hastulata";1;NA;NA;0
"Muehlenbeckia platyclados";1;NA;NA;0
"Muehlenbeckia sagittifolia";1;NA;NA;0
"Muellerina eucalyptoides";NA;NA;NA;0
"Muggiaea atlantica";0;0;NA;1
"Mugil cephalus";0;1;1;1
"Mugil curema";0;1;1;1
"Mugilogobius cavifrons";0;1;1;1
"Muhlenbergia capillaris";1;NA;NA;NA
"Muhlenbergia cenchroides";1;NA;NA;NA
"Muhlenbergia frondosa";1;NA;NA;NA
"Muhlenbergia mexicana";1;NA;NA;NA
"Muhlenbergia schreberi";1;NA;NA;NA
"Mulinia lateralis";NA;NA;1;1
"Mullerister rombophorus";1;NA;NA;0
"Mullus barbatus";0;0;NA;1
"Mullus barbatus barbatus";0;0;NA;1
"Mullus barbatus ponticus";0;0;NA;1
"Mungos mungo";1;0;0;0
"Muntiacus muntjak";1;0;0;0
"Muntiacus reevesi";1;0;0;0
"Muntingia calabura";1;NA;NA;0
"Muraenesox cinereus";0;1;1;1
"Muraltia heisteria";1;NA;NA;0
"Muraltia juniperifolia";1;NA;NA;0
"Muraltia spinosa";NA;NA;NA;0
"Murbeckiella zanonii";1;NA;NA;0
"Murchisonella columna";NA;NA;NA;1
"Murchisonella mediterranea";NA;NA;NA;1
"Murdannia keisak";1;NA;NA;NA
"Murdannia nudiflora";1;NA;NA;NA
"Murdannia simplex";1;NA;NA;NA
"Murdannia spirata";1;NA;NA;NA
"Murex forskoehlii";NA;NA;NA;1
"Murmidius ovalis";1;NA;NA;0
"Murraya koenigii";1;NA;NA;0
"Murraya paniculata";1;NA;NA;0
"Mus caroli";1;0;0;0
"Mus musculus";1;0;0;0
"Mus musculus domesticus";1;0;0;0
"Mus spretus";1;0;0;0
"Mus terricolor";1;0;0;0
"Musa acuminata";1;NA;NA;NA
"Musa balbisiana";1;NA;NA;NA
"Musa balbisiana balbisiana";1;NA;NA;NA
"Musa balbisiana liukiuensis";1;NA;NA;NA
"Musa basjoo";1;NA;NA;NA
"Musa coccinea";1;NA;NA;NA
"Musa ingens";1;NA;NA;NA
"Musa martini";1;NA;NA;NA
"Musa ornata";1;NA;NA;NA
"Musa paradisiaca";1;NA;NA;NA
"Musa textilis";1;NA;NA;NA
"Musa troglodytarum";1;NA;NA;NA
"Musa velutina";1;NA;NA;NA
"Musanga cecropioides";NA;NA;NA;0
"Musca crassirostris";1;NA;NA;0
"Musca domestica";1;0;NA;0
"Musca domestica domestica";1;NA;NA;0
"Muscaphis musci";NA;NA;NA;0
"Muscardinus avellanarius";1;0;0;0
"Muscari armeniacum";1;NA;NA;NA
"Muscari botryoides";1;NA;NA;NA
"Muscari comosum";1;0;NA;0
"Muscari latifolium";1;NA;NA;NA
"Muscari neglectum";1;NA;NA;NA
"Muscidifurax raptor";NA;NA;NA;0
"Muscidifurax raptorellus";NA;NA;NA;0
"Muscidifurax uniraptor";1;NA;NA;0
"Muscidifurax zaraptor";1;NA;NA;0
"Muscina levida";NA;NA;NA;0
"Muscina stabulans";1;0;NA;0
"Musculium transversum";0;1;NA;0
"Musophaga violacea";1;0;0;0
"Mussaenda elegans";NA;NA;NA;0
"Mussaenda erythrophylla";1;NA;NA;0
"Mussaenda frondosa";1;NA;NA;0
"Mussaenda philippica";1;NA;NA;0
"Mussidia nigrivenella";1;NA;NA;0
"Mustela erminea";1;0;0;0
"Mustela eversmanii";1;0;0;0
"Mustela itatsi";1;0;0;0
"Mustela lutreola";1;0;0;0
"Mustela nivalis";1;0;0;0
"Mustela putorius";1;0;0;0
"Mustela putorius furo";1;0;0;0
"Mustela sibirica";1;0;0;0
"Mustela vison";1;0;0;0
"Mutimo cylindricus";NA;NA;NA;1
"Mutinus ravenelii";1;NA;NA;NA
"Muyudesmus obliteratus";1;0;NA;0
"Mya arenaria";NA;NA;NA;1
"Mya japonica";0;0;NA;1
"Myagrum perfoliatum";1;NA;NA;0
"Mycale (Carmia) cecilia";0;0;NA;1
"Mycale (Carmia) magnirhaphidifera";0;0;NA;1
"Mycale (Carmia) micracanthoxea";0;0;NA;1
"Mycale (Carmia) senegalensis";0;0;NA;1
"Mycale (Carmia) toxifera";0;0;NA;1
"Mycale (Mycale) grandis";0;0;NA;1
"Mycale (Mycale) macginitiei";0;0;NA;1
"Mycale armata";0;0;NA;1
"Mycale cecilia";0;0;NA;1
"Mycale erythraeana";0;0;NA;1
"Mycale grandis";0;0;NA;1
"Mycale macginitiei";0;0;NA;1
"Mycale magnirhaphidifera";0;0;NA;1
"Mycale micracanthoxea";0;0;NA;1
"Mycale parishii";0;0;NA;1
"Mycale senegalensis";0;0;NA;1
"Mycale stecarmia";0;0;NA;1
"Mycale toxifera";0;0;NA;1
"Mycelis muralis";1;0;NA;0
"Mycena alphitophora";1;NA;NA;NA
"Mycerinopsis alternans";NA;NA;NA;0
"Mycerobas affinis";1;0;0;0
"Mycerobas carnipes";1;0;0;0
"Mycerobas icterioides";1;0;0;0
"Mycetaspis personata";NA;NA;NA;0
"Mycetophagus quadriguttatus";1;NA;NA;0
"Mycetophagus salicis";1;NA;NA;0
"Mycetophagus tschitscherini";1;NA;NA;0
"Mycodiplosis fungicola";NA;NA;NA;0
"Mycophila speyeri";1;NA;NA;0
"Mycopsylla fici";NA;NA;NA;0
"Mycosphaerella tassiana";NA;NA;NA;1
"Mycteria cinerea";1;0;0;0
"Mycteria ibis";1;0;0;0
"Mycteria leucocephala";1;0;0;0
"Mycteroperca fusca";0;0;NA;1
"Myctides imberbis";NA;NA;NA;0
"Myicola ostreae";0;0;NA;1
"Myiomela leucura";1;0;0;0
"Myiopardalis pardalina";1;NA;NA;0
"Myiopsitta monachus";1;0;0;0
"Mylabris variabilis";1;NA;NA;0
"Myleus pacu";0;1;NA;0
"Myllaena intermedia";NA;NA;NA;0
"Myllocerus undecimpustulatus";NA;NA;NA;0
"Mylocheilus caurinus";0;1;NA;0
"Mylopharyngodon piceus";0;1;1;0
"Myloplus rubripinnis";0;1;NA;0
"Myloplus schomburgkii";0;1;NA;0
"Mymar schwanni";NA;NA;NA;0
"Mymar taprobanicum";NA;NA;NA;0
"Mymarothecium viatorum";NA;1;NA;NA
"Myocalandra exarata";1;NA;NA;0
"Myocastor coypus";1;0;0;0
"Myodes gapperi";1;0;0;0
"Myodes glareolus";1;0;0;0
"Myodes rutilus";1;0;0;0
"Myoporum floribundum";NA;NA;NA;0
"Myoporum insulare";1;NA;NA;0
"Myoporum laetum";1;NA;NA;0
"Myoporum tenuifolium";1;NA;NA;0
"Myoporum tetrandrum";1;NA;NA;0
"Myosotella myosotis";0;0;NA;1
"Myosotis alpestris";1;NA;NA;0
"Myosotis arvensis";1;NA;NA;0
"Myosotis arvensis x ramosissima";1;NA;NA;0
"Myosotis asiatica";1;NA;NA;0
"Myosotis australis";NA;NA;NA;0
"Myosotis azorica";1;NA;NA;0
"Myosotis baltica";1;NA;NA;0
"Myosotis brachypoda";1;NA;NA;0
"Myosotis cadmea";1;NA;NA;0
"Myosotis discolor";1;0;NA;0
"Myosotis discolor canariensis";1;NA;NA;0
"Myosotis latifolia";1;NA;NA;0
"Myosotis laxa";1;NA;NA;0
"Myosotis ramosissima";1;NA;NA;0
"Myosotis refracta";1;NA;NA;0
"Myosotis scorpioides";1;NA;NA;0
"Myosotis secunda";NA;NA;NA;0
"Myosotis sparsiflora";1;NA;NA;0
"Myosotis stolonifera";NA;NA;NA;0
"Myosotis stricta";1;NA;NA;0
"Myosotis sylvatica";1;NA;NA;0
"Myosotis verna";1;NA;NA;0
"Myosoton aquaticum";1;NA;NA;0
"Myosurus minimus";1;NA;NA;0
"Myra subgranulata";NA;NA;NA;1
"Myrciaria floribunda";NA;NA;NA;0
"Myriactula rivulariae";NA;NA;NA;1
"Myrianida pachycera";0;0;NA;1
"Myrica cerifera";1;0;NA;0
"Myrica faya";NA;NA;NA;0
"Myrica hartwegii";NA;NA;NA;0
"Myrica rubra";NA;NA;NA;0
"Myricaria germanica";1;NA;NA;0
"Myriolimon diffusum";NA;NA;NA;0
"Myrionema orbiculare";NA;NA;NA;1
"Myriophyllum aquaticum";NA;1;NA;0
"Myriophyllum crispatum";NA;NA;NA;0
"Myriophyllum heterophyllum";NA;1;NA;0
"Myriophyllum hippuroides";1;NA;NA;0
"Myriophyllum humile";NA;NA;NA;0
"Myriophyllum pinnatum";NA;1;NA;0
"Myriophyllum quitense";NA;1;NA;0
"Myriophyllum robustum";NA;1;NA;0
"Myriophyllum sibiricum";NA;1;NA;0
"Myriophyllum simulans";NA;1;NA;0
"Myriophyllum spicatum";NA;1;NA;0
"Myriophyllum verticillatum";0;1;NA;0
"Myriopteris notholaenoides";1;NA;NA;NA
"Myristica fragrans";1;NA;NA;0
"Myrlaea marmorata";1;NA;NA;0
"Myrmechixenus vaporariorum";NA;NA;NA;0
"Myrmecia brevinoda";NA;NA;NA;0
"Myrmecocephalus cingulatus";NA;NA;NA;0
"Myrmecocephalus concinnus";1;NA;NA;0
"Myrmecophila tibicinis";1;NA;NA;NA
"Myrmecosaurus ferrugineus";NA;NA;NA;0
"Myrmelachista ramulorum";NA;NA;NA;0
"Myrmica kotokui";1;NA;NA;0
"Myrmica rubra";1;NA;NA;0
"Myrmica specioides";1;0;NA;0
"Myrmoteras indicum";NA;NA;NA;0
"Myrospermum frutescens";NA;NA;NA;0
"Myroxylon balsamum";1;NA;NA;0
"Myroxylon balsamum pereirae";NA;NA;NA;0
"Myrrhis odorata";1;NA;NA;0
"Myrrhoides nodosa";NA;NA;NA;0
"Myrsidea quadrifasciata";NA;NA;NA;0
"Myrsidea serini";NA;NA;NA;0
"Myrtillocactus geometrizans";1;NA;NA;0
"Myrtus berlandiereana";NA;NA;NA;0
"Myrtus communis";1;NA;NA;0
"Mystus castaneus";0;1;NA;0
"Mystus wolffii";0;1;NA;0
"Mytella charruana";0;0;1;1
"Mytella strigata";0;0;NA;1
"Mythimna separata";1;0;NA;0
"Mythimna unipuncta";1;NA;NA;0
"Mytilaster lineatus";NA;NA;NA;1
"Mytilicola intestinalis";0;0;NA;1
"Mytilicola orientalis";0;0;NA;1
"Mytilopsis adamsi";NA;NA;1;1
"Mytilopsis leucophaeata";0;1;1;0
"Mytilopsis sallei";0;0;1;1
"Mytilus edulis";NA;NA;NA;1
"Mytilus galloprovincialis";0;0;NA;1
"Mytilus platensis";NA;NA;NA;1
"Mytilus trossulus";NA;NA;NA;1
"Myxicola infundibulum";NA;NA;NA;1
"Myxocyprinus asiaticus";0;1;NA;0
"Myzaphis bucktoni";NA;NA;NA;0
"Myzaphis rosarum";NA;NA;NA;0
"Myzaphis turanica";NA;NA;NA;0
"Myzobdella lugubris";0;1;NA;1
"Myzocallis boerneri";NA;NA;NA;0
"Myzocallis carpini";NA;NA;NA;0
"Myzocallis castanicola";NA;NA;NA;0
"Myzocallis coryli";NA;NA;NA;0
"Myzocallis walshii";NA;NA;NA;0
"Myzus antirrhinii";NA;NA;NA;0
"Myzus ascalonicus";1;0;NA;0
"Myzus cerasi";NA;NA;NA;0
"Myzus cymbalariae";NA;NA;NA;0
"Myzus dianthicola";NA;NA;NA;0
"Myzus formosanus";NA;NA;NA;0
"Myzus hemerocallis";NA;NA;NA;0
"Myzus ligustri";NA;NA;NA;0
"Myzus linariae";NA;NA;NA;0
"Myzus lythri";NA;NA;NA;0
"Myzus mumecola";NA;NA;NA;0
"Myzus ornatus";1;0;NA;0
"Myzus persicae";1;0;NA;0
"Myzus varians";NA;NA;NA;0
"Nabis kinbergii";NA;NA;NA;0
"Nacaeus impressicollis";NA;NA;NA;0
"Nacerdes melanura";1;0;NA;0
"Nagurus cristatus";1;0;NA;0
"Nagurus nanus";1;0;NA;0
"Nagurus sundaicus";1;0;NA;0
"Naineris setosa";0;0;NA;1
"Naja haje";1;NA;NA;NA
"Naja kaouthia";1;NA;NA;NA
"Naja melanoleuca";1;NA;NA;NA
"Naja pallida";1;NA;NA;NA
"Naja siamensis";1;NA;NA;NA
"Naja sputatrix";1;NA;NA;NA
"Najas chinensis";NA;1;NA;NA
"Najas flexilis";NA;1;NA;NA
"Najas gracillima";NA;1;NA;NA
"Najas graminea";NA;1;NA;NA
"Najas guadalupensis";NA;1;NA;NA
"Najas indica";NA;1;NA;NA
"Najas malesiana";NA;1;NA;NA
"Najas marina";NA;1;NA;NA
"Najas marina intermedia";NA;1;NA;NA
"Najas marina marina";NA;1;NA;NA
"Najas minor";NA;1;NA;NA
"Najas pectinata";NA;1;NA;NA
"Najas wrightiana";NA;1;NA;NA
"Nala lividipes";1;NA;NA;0
"Nalassus alpigradus";1;NA;NA;0
"Nalassus dermestoides";1;NA;NA;0
"Nalassus laevioctostriatus";1;NA;NA;0
"Nama hispidum";NA;NA;NA;0
"Nama jamaicensis";NA;NA;NA;0
"Nambouria xanthops";NA;NA;NA;0
"Nandayus nenday";1;0;0;0
"Nandina domestica";1;NA;NA;0
"Nanger soemmerringii";1;0;0;0
"Nanidorus renifer";1;0;NA;0
"Nanixipha nahoa";NA;NA;NA;0
"Nannastacus gurneyi";0;NA;NA;1
"Nannochloropsis oculata";NA;1;1;NA
"Nannopsittaca panychlora";1;0;0;0
"Nannostomus unifasciatus";0;1;NA;0
"Nanopsocus oceanicus";NA;NA;NA;0
"Nanosesarma minutum";NA;NA;NA;1
"Nanostrea fluctigera";0;0;NA;1
"Nanostrea pinnicola";0;0;NA;1
"Nanostreptus geayi";1;0;NA;0
"Napaea dioica";1;NA;NA;0
"Napocodesmus endogeus";1;0;NA;0
"Napoleonaea heudelotii";1;NA;NA;0
"Napoleonaea imperialis";1;NA;NA;0
"Napomyza gymnostoma";1;NA;NA;0
"Narcissus assoanus";1;NA;NA;NA
"Narcissus bicolor";1;NA;NA;NA
"Narcissus bulbocodium";1;NA;NA;NA
"Narcissus bulbocodium bulbocodium";1;NA;NA;NA
"Narcissus cyclamineus";1;NA;NA;NA
"Narcissus cyclazetta";1;NA;NA;NA
"Narcissus incomparabilis";1;NA;NA;NA
"Narcissus intermedius";1;NA;NA;NA
"Narcissus jonquilla";1;NA;NA;NA
"Narcissus medioluteus";1;NA;NA;NA
"Narcissus minor";1;NA;NA;NA
"Narcissus moschatus";1;NA;NA;NA
"Narcissus odorus";1;NA;NA;NA
"Narcissus papyraceus";1;NA;NA;NA
"Narcissus papyraceus polyanthos";1;NA;NA;NA
"Narcissus poeticus";1;NA;NA;NA
"Narcissus poeticus poeticus";1;NA;NA;NA
"Narcissus poeticus radiiflorus";1;NA;NA;NA
"Narcissus poeticus x pseudonarcissus";1;NA;NA;NA
"Narcissus pseudonarcissus";1;NA;NA;NA
"Narcissus pseudonarcissus festalis";1;NA;NA;NA
"Narcissus pseudonarcissus pseudonarcissus";1;NA;NA;NA
"Narcissus tazetta";1;NA;NA;NA
"Narcissus tazetta aureus";1;NA;NA;NA
"Narcissus tazetta chinensis";1;NA;NA;NA
"Narcissus triandrus";1;NA;NA;NA
"Nardus stricta";1;0;NA;0
"Nargus nikitanus";1;NA;NA;0
"Naria poraria";0;0;NA;1
"Naria turdus";0;0;NA;1
"Nasa humboldtiana";1;NA;NA;0
"Naso lituratus";0;0;NA;1
"Nasonia vitripennis";NA;NA;NA;0
"Nasonovia ribisnigri";NA;NA;NA;0
"Nassa situla";NA;NA;NA;1
"Nassarius arcularia";NA;NA;NA;1
"Nassarius arcularia plicatus";NA;NA;NA;1
"Nassarius concinnus";NA;NA;NA;1
"Nassarius fraterculus";0;0;NA;1
"Nassarius sinarum";0;0;NA;1
"Nassella chilensis";1;NA;NA;NA
"Nassella filiculmis";1;NA;NA;NA
"Nassella formicarum";1;NA;NA;NA
"Nassella hyalina";1;NA;NA;NA
"Nassella manicata";1;NA;NA;NA
"Nassella neesiana";1;NA;NA;NA
"Nassella poeppigiana";1;NA;NA;NA
"Nassella tenuissima";1;NA;NA;NA
"Nassella trichotoma";1;NA;NA;NA
"Nasturtium gambelii";NA;NA;NA;0
"Nasturtium microphyllum";1;1;NA;0
"Nasturtium officinale";1;1;NA;0
"Nasturtium sterile";1;1;NA;0
"Nasua narica";1;0;0;0
"Nasua nasua";1;0;0;0
"Nasutitermes corniger";1;NA;NA;0
"Nathrius brevipennis";1;NA;NA;0
"Natrix helvetica";1;1;NA;NA
"Natrix maura";1;1;NA;0
"Natrix tessellata";1;1;NA;NA
"Nauclea orientalis";1;NA;NA;0
"Naucleopsis naga";NA;NA;NA;0
"Naupactus cervinus";1;NA;NA;0
"Naupactus leucoloma";1;NA;NA;0
"Naupactus minor";1;NA;NA;0
"Naupactus peregrinus";1;NA;NA;0
"Nauphoeta cinerea";1;NA;NA;0
"Nausibius clavicornis";1;NA;NA;0
"Nausibius sahlbergi";NA;NA;NA;0
"Nautilocalyx lynchii";1;NA;NA;0
"Navarretia intertexta";NA;NA;NA;0
"Navarretia leptalea";NA;NA;NA;0
"Navarretia leucocephala";NA;NA;NA;0
"Navarretia sinistra";NA;NA;NA;0
"Navarretia squarrosa";1;NA;NA;0
"Navicula finmarchica";NA;NA;NA;1
"Navicula jakovljevici";NA;1;NA;0
"Navicula mitigata";1;1;NA;NA
"Navicula schroeteri";0;1;1;0
"Naxotia attenuata";NA;NA;NA;1
"Neacoryphus bicrucis";NA;NA;NA;0
"Nealcidion cereicola";NA;NA;NA;0
"Nealsomyia rufella";1;NA;NA;0
"Neandra brunnea";NA;NA;NA;0
"Neanthes agulhana";0;0;NA;1
"Neanthes arenaceodentata";0;0;NA;1
"Neanthes cricognatha";0;0;NA;1
"Neanthes willeyi";0;0;NA;1
"Neanura muscorum";1;NA;NA;NA
